keyword,popular_status,popular_evidence,smart_status,smart_evidence,check_status,error,url,checked_at_utc,attempts
올란도,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%98%AC%EB%9E%80%EB%8F%84,2026-07-21T16:34:43+00:00,1
2025셀토스포토,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=2025%EC%85%80%ED%86%A0%EC%8A%A4%ED%8F%AC%ED%86%A0,2026-07-21T16:34:47+00:00,1
쏘렌토하이브리드,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%8F%98%EB%A0%8C%ED%86%A0%ED%95%98%EC%9D%B4%EB%B8%8C%EB%A6%AC%EB%93%9C,2026-07-21T16:34:51+00:00,1
아반떼하이브리드,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%95%84%EB%B0%98%EB%96%BC%ED%95%98%EC%9D%B4%EB%B8%8C%EB%A6%AC%EB%93%9C,2026-07-21T16:34:56+00:00,1
산타페하이브리드,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%82%B0%ED%83%80%ED%8E%98%ED%95%98%EC%9D%B4%EB%B8%8C%EB%A6%AC%EB%93%9C,2026-07-21T16:35:01+00:00,1
SM6,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=SM6,2026-07-21T16:35:05+00:00,1
콜로라도,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%BD%9C%EB%A1%9C%EB%9D%BC%EB%8F%84,2026-07-21T16:35:10+00:00,1
소형차,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%86%8C%ED%98%95%EC%B0%A8,2026-07-21T16:35:14+00:00,1
더뉴셀토스,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%8D%94%EB%89%B4%EC%85%80%ED%86%A0%EC%8A%A4,2026-07-21T16:35:19+00:00,1
I30,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=I30,2026-07-21T16:35:23+00:00,1
2019아반떼,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=2019%EC%95%84%EB%B0%98%EB%96%BC,2026-07-21T16:35:27+00:00,1
쏘렌토7인승,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%8F%98%EB%A0%8C%ED%86%A07%EC%9D%B8%EC%8A%B9,2026-07-21T16:35:32+00:00,1
컨버터블,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%BB%A8%EB%B2%84%ED%84%B0%EB%B8%94,2026-07-21T16:35:36+00:00,1
스타렉스9인승,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%8A%A4%ED%83%80%EB%A0%89%EC%8A%A49%EC%9D%B8%EC%8A%B9,2026-07-21T16:35:40+00:00,1
HG그랜져,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=HG%EA%B7%B8%EB%9E%9C%EC%A0%B8,2026-07-21T16:35:45+00:00,1
경차추천,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EA%B2%BD%EC%B0%A8%EC%B6%94%EC%B2%9C,2026-07-21T16:35:49+00:00,1
G80스포츠,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=G80%EC%8A%A4%ED%8F%AC%EC%B8%A0,2026-07-21T16:35:54+00:00,1
BMW인증중고,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=BMW%EC%9D%B8%EC%A6%9D%EC%A4%91%EA%B3%A0,2026-07-21T16:35:59+00:00,1
더뉴레이,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%8D%94%EB%89%B4%EB%A0%88%EC%9D%B4,2026-07-21T16:36:03+00:00,1
2025쏘렌토하이브리드,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=2025%EC%8F%98%EB%A0%8C%ED%86%A0%ED%95%98%EC%9D%B4%EB%B8%8C%EB%A6%AC%EB%93%9C,2026-07-21T16:36:08+00:00,1
경차중고차가격,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EA%B2%BD%EC%B0%A8%EC%A4%91%EA%B3%A0%EC%B0%A8%EA%B0%80%EA%B2%A9,2026-07-21T16:36:12+00:00,1
전기차레이,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%A0%84%EA%B8%B0%EC%B0%A8%EB%A0%88%EC%9D%B4,2026-07-21T16:36:17+00:00,1
장애인차량혜택,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%9E%A5%EC%95%A0%EC%9D%B8%EC%B0%A8%EB%9F%89%ED%98%9C%ED%83%9D,2026-07-21T16:36:21+00:00,1
제네시스G80,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%A0%9C%EB%84%A4%EC%8B%9C%EC%8A%A4G80,2026-07-21T16:36:26+00:00,1
벤츠인증중고차,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A4%EC%B8%A0%EC%9D%B8%EC%A6%9D%EC%A4%91%EA%B3%A0%EC%B0%A8,2026-07-21T16:36:30+00:00,1
수원중고차매매단지,없음,,있음,자동차 인기글,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%88%98%EC%9B%90%EC%A4%91%EA%B3%A0%EC%B0%A8%EB%A7%A4%EB%A7%A4%EB%8B%A8%EC%A7%80,2026-07-21T16:36:34+00:00,1
BMWIX3,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=BMWIX3,2026-07-21T16:36:39+00:00,1
BMW520I,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=BMW520I,2026-07-21T16:36:43+00:00,1
포르쉐마칸,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%ED%8F%AC%EB%A5%B4%EC%89%90%EB%A7%88%EC%B9%B8,2026-07-21T16:36:48+00:00,1
BMWIX,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=BMWIX,2026-07-21T16:36:52+00:00,1
벤츠CLS,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A4%EC%B8%A0CLS,2026-07-21T16:36:57+00:00,1
X1,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=X1,2026-07-21T16:37:01+00:00,1
벤츠GLA,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A4%EC%B8%A0GLA,2026-07-21T16:37:05+00:00,1
포드F150,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%ED%8F%AC%EB%93%9CF150,2026-07-21T16:37:10+00:00,1
아우디서비스센터,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%95%84%EC%9A%B0%EB%94%94%EC%84%9C%EB%B9%84%EC%8A%A4%EC%84%BC%ED%84%B0,2026-07-21T16:37:14+00:00,1
GLS,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=GLS,2026-07-21T16:37:19+00:00,1
ES300H,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=ES300H,2026-07-21T16:37:23+00:00,1
BMW523D,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=BMW523D,2026-07-21T16:37:27+00:00,1
Q4,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=Q4,2026-07-21T16:37:32+00:00,1
I8,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=I8,2026-07-21T16:37:36+00:00,1
레토나,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%A0%88%ED%86%A0%EB%82%98,2026-07-21T16:37:40+00:00,1
캐딜락XT5,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%BA%90%EB%94%9C%EB%9D%BDXT5,2026-07-21T16:37:45+00:00,1
재규어XJ,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%9E%AC%EA%B7%9C%EC%96%B4XJ,2026-07-21T16:37:49+00:00,1
디스커버리5,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%94%94%EC%8A%A4%EC%BB%A4%EB%B2%84%EB%A6%AC5,2026-07-21T16:37:53+00:00,1
AUDI,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=AUDI,2026-07-21T16:37:58+00:00,1
허머H2,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%ED%97%88%EB%A8%B8H2,2026-07-21T16:38:02+00:00,1
벤츠S클래스,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A4%EC%B8%A0S%ED%81%B4%EB%9E%98%EC%8A%A4,2026-07-21T16:38:07+00:00,1
BMW320I,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=BMW320I,2026-07-21T16:38:11+00:00,1
링컨에비에이터,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%A7%81%EC%BB%A8%EC%97%90%EB%B9%84%EC%97%90%EC%9D%B4%ED%84%B0,2026-07-21T16:38:16+00:00,1
렉서스RX,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%A0%89%EC%84%9C%EC%8A%A4RX,2026-07-21T16:38:20+00:00,1
BMW520D,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=BMW520D,2026-07-21T16:38:24+00:00,1
벤츠S500,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A4%EC%B8%A0S500,2026-07-21T16:38:29+00:00,1
BMW118D,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=BMW118D,2026-07-21T16:38:32+00:00,1
미니클럽맨,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%AF%B8%EB%8B%88%ED%81%B4%EB%9F%BD%EB%A7%A8,2026-07-21T16:38:37+00:00,1
벤츠E220D,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A4%EC%B8%A0E220D,2026-07-21T16:38:41+00:00,1
아우디TT,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%95%84%EC%9A%B0%EB%94%94TT,2026-07-21T16:38:46+00:00,1
그랜드카니발,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EA%B7%B8%EB%9E%9C%EB%93%9C%EC%B9%B4%EB%8B%88%EB%B0%9C,2026-07-21T16:38:51+00:00,1
아우디Q2,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%95%84%EC%9A%B0%EB%94%94Q2,2026-07-21T16:38:55+00:00,1
아우디S7,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%95%84%EC%9A%B0%EB%94%94S7,2026-07-21T16:39:00+00:00,1
벤츠E클래스가격,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A4%EC%B8%A0E%ED%81%B4%EB%9E%98%EC%8A%A4%EA%B0%80%EA%B2%A9,2026-07-21T16:39:04+00:00,1
아우디S6,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%95%84%EC%9A%B0%EB%94%94S6,2026-07-21T16:39:09+00:00,1
BMW550I,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=BMW550I,2026-07-21T16:39:13+00:00,1
캐스퍼전기차보조금,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%BA%90%EC%8A%A4%ED%8D%BC%EC%A0%84%EA%B8%B0%EC%B0%A8%EB%B3%B4%EC%A1%B0%EA%B8%88,2026-07-21T16:39:18+00:00,1
레이장기렌트,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%A0%88%EC%9D%B4%EC%9E%A5%EA%B8%B0%EB%A0%8C%ED%8A%B8,2026-07-21T16:39:22+00:00,1
신차구매,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%8B%A0%EC%B0%A8%EA%B5%AC%EB%A7%A4,2026-07-21T16:39:27+00:00,1
렌트카,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%A0%8C%ED%8A%B8%EC%B9%B4,2026-07-21T16:39:31+00:00,1
전기차장기렌트,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%A0%84%EA%B8%B0%EC%B0%A8%EC%9E%A5%EA%B8%B0%EB%A0%8C%ED%8A%B8,2026-07-21T16:39:36+00:00,1
기아렌트카,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EA%B8%B0%EC%95%84%EB%A0%8C%ED%8A%B8%EC%B9%B4,2026-07-21T16:39:40+00:00,1
리스와렌트차이,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%A6%AC%EC%8A%A4%EC%99%80%EB%A0%8C%ED%8A%B8%EC%B0%A8%EC%9D%B4,2026-07-21T16:39:45+00:00,1
